id,name
tax_group_0,TAX 0%
tax_group_2.5,TAX 2.5%
tax_group_5,TAX 5%
tax_group_10,TAX 10%
tax_group_15,TAX 15%
tax_group_175,TAX 17.5%
tax_group_20,TAX 20%
